##;CROSS;##
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1830278;2.579006;0.2562194;0.1706181;0.5549559;0.6658512;0.4685678;0.213155;2.651203;0.2550268;0.7151027;0.559468;0.2414674;0.3425163;0.2212014;2.681427;0.2538459;0.6399373;0.6435034;0.1925423;0.3732447;0.2234814;2.70401;0.2483844;0.6399373;0.6435034;0.1925423;0.3732447;0.1598293;2.672009;0.2425612;0.3261775;0.4531348;0.6515176;0.5136165;0.1495955;2.710049;0.2409688;0.2440777;0.5022135;0.5542213;0.61729;0.1469647;2.730625;0.2332331;0.168677;0.5322702;0.4587023;0.6912519;0.147177;2.744377;0.2234122;0.168677;0.5322702;0.4587023;0.6912519;0.1432485;2.661228;0.237719;0.2205025;0.4740008;0.739163;0.4246648;0.1192776;2.698235;0.234333;0.1334366;0.5054292;0.652262;0.5488992;0.1098425;2.720417;0.2244068;0.08483103;0.5157464;0.5969659;0.6086389;0.1052325;2.735752;0.2144889;0.08483103;0.5157464;0.5969659;0.6086389;0.1315382;2.645306;0.2316506;0.07315195;0.5339659;0.7311558;0.4182589;0.1052828;2.673622;0.2177088;0.000339061;0.5394327;0.6686798;0.5117421;0.09315402;2.691048;0.2036725;-0.04154378;0.5381811;0.6273141;0.561349;0.08590578;2.704098;0.1906861;-0.04154378;0.5381811;0.6273141;0.561349;0.1237228;2.628941;0.2241559;-0.1533663;0.5480485;0.7160295;0.404257;0.1032418;2.642391;0.2025132;-0.2088351;0.5254143;0.6677115;0.4842409;0.09521979;2.65012;0.1883038;-0.2232772;0.5182931;0.6534262;0.5045336;0.08891542;2.657017;0.1751725;-0.2232772;0.5182931;0.6534262;0.5045336;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1819519;2.581612;0.2593158;0.243073;0.5741153;0.6517085;0.4319527;0.2057565;2.656662;0.2574435;0.6494098;0.643593;0.2164933;0.3423239;0.2082162;2.68758;0.2524273;0.5525246;0.7294589;0.1708712;0.3652532;0.2053406;2.709412;0.2443588;0.5525246;0.7294589;0.1708712;0.3652532;0.1590247;2.675953;0.2516377;0.3109024;0.4889045;0.6391833;0.5057242;0.1473834;2.71347;0.2478005;0.2103908;0.5406981;0.5323659;0.6164154;0.1440246;2.733082;0.2379798;0.1449749;0.5626181;0.4578432;0.6729212;0.1431388;2.746277;0.2274069;0.1449749;0.5626181;0.4578432;0.6729212;0.1421133;2.665371;0.2474892;0.21551;0.4943549;0.7184976;0.4392378;0.1190483;2.70274;0.2419781;0.1156616;0.5268495;0.6201597;0.5696084;0.1105862;2.724365;0.2300579;0.05613413;0.5365718;0.5528148;0.6350871;0.1070561;2.738754;0.2183661;0.05613413;0.5365718;0.5528148;0.6350871;0.1299155;2.649612;0.2419264;0.03905344;0.5498556;0.6787298;0.4852419;0.1082434;2.678547;0.22214;-0.05026719;0.548012;0.5900968;0.5907135;0.1006455;2.694992;0.204074;-0.09566209;0.5412993;0.5382872;0.6388204;0.09735353;2.706612;0.1882707;-0.09566209;0.5412993;0.5382872;0.6388204;0.1215641;2.633335;0.2347561;-0.1461449;0.5189452;0.6443189;0.5423936;0.1093875;2.651394;0.2100963;-0.2166767;0.4839012;0.5555544;0.640508;0.1077909;2.660629;0.1944149;-0.2303172;0.4754518;0.5358747;0.6585879;0.1073607;2.668552;0.1802054;-0.2303172;0.4754518;0.5358747;0.6585879;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.180332;2.589592;0.2459646;0.3876947;0.5192714;0.698783;0.3029067;0.1845805;2.665478;0.2554071;0.5754099;0.7401003;0.2290387;0.2621002;0.178342;2.695606;0.2515073;0.5567352;0.7544542;0.2292632;0.2613115;0.1727365;2.717701;0.2483075;0.5567352;0.7544542;0.2292632;0.2613115;0.153495;2.684677;0.2650667;0.2870474;0.5451316;0.6301637;0.472577;0.1383916;2.719997;0.2590701;0.04258513;0.6165742;0.383418;0.6863042;0.1371767;2.732887;0.2409982;-0.2007455;0.5882032;0.08214346;0.7790833;0.1426671;2.730869;0.2232992;-0.2007455;0.5882032;0.08214346;0.7790833;0.1361975;2.674435;0.261563;0.1769065;0.5271729;0.6569029;0.509187;0.1179317;2.711857;0.2482619;-0.1117145;0.5415398;0.3060468;0.7749773;0.1240122;2.721943;0.2233337;-0.3344516;0.4358727;-0.06265038;0.8332059;0.1380451;2.712868;0.2076442;-0.3344516;0.4358727;-0.06265038;0.8332059;0.123161;2.659576;0.2555337;-0.07681218;0.532135;0.4792795;0.6937028;0.1220412;2.684067;0.2217625;-0.2975234;0.4309957;0.1232521;0.8429304;0.1384059;2.683369;0.19945;-0.3756739;0.3574427;-0.04354899;0.8539366;0.1548264;2.675766;0.1866416;-0.3756739;0.3574427;-0.04354899;0.8539366;0.113586;2.644165;0.247752;-0.176067;0.4214826;0.4086976;0.790139;0.1238572;2.660954;0.2208892;-0.3102552;0.3297604;0.1155677;0.8841065;0.1383212;2.661373;0.2083554;-0.3610879;0.268546;-0.03145048;0.8924739;0.1536475;2.656883;0.2001583;-0.3610879;0.268546;-0.03145048;0.8924739;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.167956;2.582996;0.2371789;0.574046;0.5017316;0.6150301;0.2011832;0.1759872;2.656757;0.2497801;0.5525319;0.8002406;0.172218;0.1570501;0.1654392;2.685661;0.247872;0.3920032;0.890049;0.1354885;0.1891811;0.1511021;2.702953;0.2425505;0.3920032;0.890049;0.1354885;0.1891811;0.1591886;2.677292;0.2769057;0.2809524;0.6358905;0.528613;0.4871113;0.1448288;2.71183;0.2641774;-0.2502955;0.6309308;0.0006798133;0.7343557;0.1496853;2.7047;0.2423192;0.53694;-0.4020724;0.3758037;-0.6393789;0.1568909;2.688026;0.2402979;0.53694;-0.4020724;0.3758037;-0.6393789;0.1402599;2.668926;0.2760547;0.09997541;0.6070968;0.4029258;0.6775615;0.1378119;2.699356;0.2427696;-0.3645082;0.4830123;-0.2161681;0.7662276;0.150067;2.680664;0.2264726;0.5089947;-0.3273992;0.4579216;-0.6511855;0.1571614;2.662655;0.2272426;0.5089947;-0.3273992;0.4579216;-0.6511855;0.1248116;2.65583;0.2714859;0.03292692;0.5771893;0.4337609;0.6911005;0.1230775;2.681778;0.2401046;0.3816265;-0.4384753;0.1782438;-0.7939333;0.1373551;2.665855;0.225594;0.5057821;-0.2874532;0.436208;-0.686497;0.1464598;2.648022;0.2265277;0.5057821;-0.2874532;0.436208;-0.686497;0.1117956;2.642422;0.2646054;-0.04465881;0.4932431;0.4070055;0.7675048;0.1177152;2.661297;0.238633;0.4005699;-0.3847046;0.2457673;-0.7944462;0.1284527;2.648495;0.2309364;0.4875718;-0.2732298;0.4895412;-0.6693047;0.1346317;2.63316;0.2327937;0.4875718;-0.2732298;0.4895412;-0.6693047;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1619054;2.581326;0.2414301;0.4980341;0.5886401;0.5809139;0.260776;0.168367;2.655128;0.2367423;0.5452021;0.8163389;0.1518418;0.1152812;0.1566446;2.683727;0.2360321;0.3414692;0.9203506;0.120677;0.1476181;0.1400006;2.699013;0.2316756;0.3414692;0.9203506;0.120677;0.1476181;0.1511099;2.675636;0.2609507;0.283044;0.6720853;0.5353729;0.4261029;0.1323085;2.708618;0.2502881;-0.2323422;0.6791809;0.1042773;0.6883727;0.1335568;2.704807;0.2283856;0.6165472;-0.3567938;0.3653267;-0.5992534;0.1417243;2.689823;0.2287759;0.6165472;-0.3567938;0.3653267;-0.5992534;0.1322559;2.667175;0.2622194;0.07684559;0.658969;0.3986425;0.6331974;0.124028;2.694012;0.2279642;0.4007902;-0.5135626;0.1610428;-0.7414083;0.1349894;2.677036;0.2114546;0.5578611;-0.332419;0.4097623;-0.6406121;0.1433042;2.660229;0.2120412;0.5578611;-0.332419;0.4097623;-0.6406121;0.116552;2.653938;0.2594196;-0.005889773;0.6252912;0.4075639;0.6654836;0.1118945;2.675823;0.2251728;0.4345251;-0.4548751;0.1589782;-0.7609227;0.125503;2.659618;0.2110789;0.5555054;-0.2960816;0.3919125;-0.6709356;0.1356896;2.642792;0.2118292;0.5555054;-0.2960816;0.3919125;-0.6709356;0.1032148;2.6404;0.2540016;-0.09130269;0.5456506;0.3942443;0.7338262;0.1062726;2.656021;0.2255324;0.45219;-0.3664874;0.2123129;-0.7849425;0.1177719;2.644093;0.2186593;0.5174983;-0.2695405;0.3806542;-0.7173883;0.1267897;2.63092;0.218775;0.5174983;-0.2695405;0.3806542;-0.7173883;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1692058;2.573158;0.2392085;0.4017287;0.5734212;0.6432737;0.3098409;0.170972;2.646198;0.2321101;0.542869;0.8159149;0.156829;0.1223976;0.1591951;2.674797;0.2311982;0.3702399;0.9071216;0.1268972;0.1547582;0.1435862;2.691166;0.2268974;0.3702399;0.9071216;0.1268972;0.1547582;0.1516224;2.666676;0.2537119;0.2787461;0.6698567;0.5475903;0.416819;0.1320495;2.699352;0.2437456;-0.2270817;0.6683716;0.1141928;0.699052;0.1338389;2.696152;0.221813;0.5767972;-0.3846919;0.3180093;-0.6466743;0.1423645;2.681622;0.2195925;0.5767972;-0.3846919;0.3180093;-0.6466743;0.1330137;2.657692;0.2549699;0.05272129;0.6576888;0.3942325;0.6397241;0.125256;2.68298;0.2197073;0.4180356;-0.4825779;0.177424;-0.7489232;0.1375711;2.665497;0.2046947;0.5520445;-0.3148718;0.4012164;-0.6596428;0.1465985;2.648994;0.2052133;0.5520445;-0.3148718;0.4012164;-0.6596428;0.1177453;2.643986;0.2521878;-0.03155935;0.6212713;0.3985502;0.6739319;0.1140812;2.66433;0.216947;0.441391;-0.4351301;0.1607346;-0.7681149;0.1285653;2.648285;0.203557;0.5602949;-0.2644721;0.403984;-0.6729943;0.1390785;2.631737;0.2054623;0.5602949;-0.2644721;0.403984;-0.6729943;0.1049478;2.629921;0.2468233;-0.09982613;0.5396606;0.4011523;0.7334019;0.1080641;2.645576;0.2184397;0.4463235;-0.3655941;0.1878189;-0.7948968;0.119945;2.634361;0.211018;0.5254631;-0.2438309;0.4013356;-0.7094824;0.1288602;2.621189;0.2122269;0.5254631;-0.2438309;0.4013356;-0.7094824;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1744106;2.572807;0.2407859;0.379604;0.5748643;0.6550866;0.3103116;0.1745256;2.645466;0.2346693;0.5494335;0.8082019;0.1679545;0.1293212;0.163311;2.674259;0.233912;0.4042642;0.8897064;0.1430883;0.1565856;0.1489615;2.69183;0.2301658;0.4042642;0.8897064;0.1430883;0.1565856;0.154171;2.66584;0.2552885;0.2534539;0.6729308;0.5345166;0.4440914;0.1353837;2.697968;0.2424235;-0.2644854;0.6454843;0.06958506;0.7131306;0.1388819;2.692574;0.221093;0.5697979;-0.3836265;0.3210652;-0.6519804;0.1473604;2.678047;0.2188126;0.5697979;-0.3836265;0.3210652;-0.6519804;0.1357259;2.656464;0.2559707;0.05183384;0.6459509;0.4038239;0.6457455;0.1286572;2.682362;0.2211041;0.4172844;-0.4716178;0.1828821;-0.7549866;0.1414189;2.664856;0.2064802;0.5445215;-0.3116302;0.4030196;-0.6663021;0.1504725;2.648357;0.2069247;0.5445215;-0.3116302;0.4030196;-0.6663021;0.1208437;2.642403;0.2528956;-0.02342167;0.6099728;0.4172483;0.6732672;0.1170783;2.664162;0.2185832;0.4348803;-0.4271078;0.1579936;-0.7768504;0.1319605;2.648476;0.2052023;0.5528712;-0.2563977;0.4087092;-0.6793753;0.1424886;2.63195;0.207242;0.5528712;-0.2563977;0.4087092;-0.6793753;0.1084776;2.627987;0.2473583;-0.08916298;0.5272496;0.4192512;0.73368;0.1114902;2.644958;0.2197313;0.4382544;-0.3646913;0.1845374;-0.8005493;0.1234391;2.633923;0.2121561;0.5201705;-0.2403564;0.4125886;-0.7081118;0.1321163;2.620613;0.2135732;0.5201705;-0.2403564;0.4125886;-0.7081118;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1746136;2.575909;0.2451559;0.3616951;0.5647886;0.6614618;0.335647;0.1754239;2.649185;0.2368854;0.5396192;0.8093534;0.1728692;0.1545143;0.1639917;2.677822;0.2349227;0.3969709;0.8883118;0.1465319;0.178451;0.1497237;2.695225;0.2303125;0.3969709;0.8883118;0.1465319;0.178451;0.1541488;2.669678;0.257058;0.207673;0.6785462;0.5217437;0.4735301;0.1358111;2.700237;0.2402817;-0.3000157;0.6202091;0.04610014;0.7233303;0.1408485;2.693439;0.2197012;0.5898457;-0.3393637;0.3516535;-0.6428493;0.1497201;2.678963;0.2193365;0.5898457;-0.3393637;0.3516535;-0.6428493;0.1358269;2.660011;0.2568402;0.04175225;0.6336071;0.4177557;0.6498303;0.1291434;2.686218;0.2221528;0.4173194;-0.4590271;0.1757163;-0.7643708;0.1426571;2.669178;0.2076382;0.5518805;-0.2795182;0.4251089;-0.6607425;0.1517462;2.652779;0.2095195;0.5518805;-0.2795182;0.4251089;-0.6607425;0.1213195;2.645676;0.2532673;-0.03508648;0.597513;0.4278814;0.6772482;0.11805;2.667595;0.2190446;0.440218;-0.4075301;0.1610775;-0.7836975;0.1337213;2.652042;0.2064005;0.5528197;-0.2332853;0.4194387;-0.6812046;0.1443512;2.635696;0.2092766;0.5528197;-0.2332853;0.4194387;-0.6812046;0.109405;2.63097;0.2474531;-0.106535;0.5137003;0.4256048;0.737308;0.1129844;2.647835;0.2198405;0.4410501;-0.3345022;0.1876197;-0.8114074;0.1256544;2.637074;0.2130663;0.5168318;-0.2030867;0.424744;-0.715006;0.1345383;2.624031;0.2154382;0.5168318;-0.2030867;0.424744;-0.715006;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1733236;2.57542;0.2475632;0.3294334;0.515582;0.6821238;0.4004448;0.1782716;2.649353;0.2385749;0.5434673;0.7922657;0.1929837;0.1992875;0.168091;2.678276;0.2352966;0.4198039;0.8645175;0.1628243;0.2232997;0.1555321;2.696583;0.2295793;0.4198039;0.8645175;0.1628243;0.2232997;0.156084;2.670433;0.2576069;0.2394914;0.6295197;0.5718302;0.4683578;0.1385712;2.70335;0.2451888;-0.202915;0.626105;0.134952;0.7406794;0.1425602;2.702126;0.2232492;0.5167074;-0.3927764;0.3001243;-0.6990463;0.151253;2.688091;0.2191862;0.5167074;-0.3927764;0.3001243;-0.6990463;0.1375695;2.661144;0.2556502;0.08043012;0.5941811;0.4680352;0.6491711;0.1312399;2.692112;0.224991;0.3546433;-0.4680313;0.127229;-0.7993672;0.145081;2.678082;0.2077488;0.5207465;-0.2657091;0.4503672;-0.6748271;0.1536116;2.66143;0.2098276;0.5207465;-0.2657091;0.4503672;-0.6748271;0.1231846;2.647114;0.250639;-0.007915944;0.5629828;0.4593379;0.6870201;0.1209125;2.672489;0.2187941;0.3943798;-0.4086876;0.1365727;-0.811657;0.1368928;2.658642;0.2046488;0.5212136;-0.2268938;0.4408265;-0.6946423;0.1469053;2.641922;0.2074909;0.5212136;-0.2268938;0.4408265;-0.6946423;0.1115499;2.63266;0.2436838;-0.09503755;0.4804198;0.4410725;0.752077;0.1164125;2.651283;0.2174301;0.4053764;-0.330135;0.1664292;-0.8360518;0.1294449;2.641483;0.2099421;0.4899932;-0.189347;0.4492504;-0.722654;0.1378101;2.62817;0.2125985;0.4899932;-0.189347;0.4492504;-0.722654;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.178705;2.578629;0.2647408;0.2360212;0.5864002;0.6362753;0.4422472;0.1846842;2.651608;0.2438187;0.5590039;0.7705574;0.1843112;0.244511;0.176776;2.681023;0.2385317;0.392598;0.8668481;0.1315335;0.2777417;0.1644078;2.698368;0.2298274;0.392598;0.8668481;0.1315335;0.2777417;0.1577614;2.673176;0.257488;0.2323765;0.617621;0.5752072;0.4834069;0.1411296;2.706192;0.2445689;-0.1235177;0.635213;0.219171;0.7302136;0.1432754;2.709812;0.2227214;0.3611219;-0.5266087;0.08528442;-0.7648537;0.1508808;2.700794;0.2095882;0.3611219;-0.5266087;0.08528442;-0.7648537;0.1394758;2.663754;0.25509;0.08614019;0.5879276;0.5195713;0.6139762;0.1293126;2.696278;0.2272924;0.2748422;-0.5141804;-0.04852381;-0.811003;0.1417106;2.69088;0.2045674;0.4458069;-0.3680849;0.2552922;-0.7749813;0.1532916;2.676876;0.1979341;0.4458069;-0.3680849;0.2552922;-0.7749813;0.1254649;2.649345;0.2501065;0.006700307;0.5582265;0.5060099;0.6574893;0.1199488;2.676804;0.2204464;0.3495412;-0.441197;0.02171173;-0.8262535;0.1355247;2.668026;0.2022503;0.4783107;-0.2985982;0.302613;-0.7684294;0.1482523;2.653061;0.1988733;0.4783107;-0.2985982;0.302613;-0.7684294;0.1143706;2.634357;0.2433389;-0.07117394;0.4801831;0.5039104;0.7144459;0.1153881;2.65556;0.2187085;0.357047;-0.3692711;0.01665135;-0.8578338;0.128521;2.650284;0.2075053;0.4411823;-0.2737516;0.2477476;-0.8179485;0.1403724;2.639744;0.2037703;0.4411823;-0.2737516;0.2477476;-0.8179485;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1709231;2.576981;0.2675426;0.2845449;0.5647739;0.6665782;0.3946366;0.196624;2.651291;0.2662288;0.6831437;0.6650591;0.1927115;0.2321059;0.1978831;2.682743;0.26479;0.4609746;0.8350289;0.1194715;0.2756005;0.1879881;2.70229;0.2566017;0.4609746;0.8350289;0.1194715;0.2756005;0.1484908;2.671028;0.2698588;0.3077637;0.5557974;0.5815746;0.5080767;0.1368388;2.707932;0.2616617;0.2197235;0.6013775;0.4935648;0.5886093;0.1318004;2.727703;0.2497182;0.16461;0.6216339;0.4375325;0.6285225;0.1287334;2.742565;0.2371645;0.16461;0.6216339;0.4375325;0.6285225;0.1308877;2.661144;0.2675321;0.2566446;0.5174413;0.6948196;0.428502;0.1081485;2.700489;0.2633175;0.1737173;0.5506611;0.6124348;0.5399243;0.09793432;2.726299;0.249919;-0.005663842;-0.5726479;-0.4218638;-0.7029036;0.09765724;2.740383;0.2311231;-0.005663842;-0.5726479;-0.4218638;-0.7029036;0.1174073;2.646324;0.2623696;0.1152242;0.5497355;0.673679;0.4802825;0.09611507;2.67873;0.2466886;-0.02862516;0.5550842;0.5250363;0.6445147;0.09225798;2.696953;0.2244823;0.131409;-0.5368563;-0.3944309;-0.7341263;0.0949316;2.707371;0.2032703;0.131409;-0.5368563;-0.3944309;-0.7341263;0.1073841;2.631252;0.2548651;0.01686117;0.5099599;0.7164829;0.4757195;0.08923572;2.654819;0.2393799;-0.1134356;0.4863577;0.5690234;0.6533003;0.08778204;2.667793;0.2233557;0.1834245;-0.4600325;-0.4655351;-0.733487;0.0906054;2.677925;0.2066938;0.1834245;-0.4600325;-0.4655351;-0.733487;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1727833;2.569893;0.2735727;0.3034354;0.5672324;0.6545345;0.397189;0.2006696;2.642353;0.2762824;0.7200173;0.6229602;0.2175611;0.2148554;0.2047274;2.673477;0.2777115;0.5965937;0.7420558;0.1794105;0.2474691;0.2008072;2.696529;0.2740865;0.5965937;0.7420558;0.1794105;0.2474691;0.1516649;2.664185;0.2769854;0.3540965;0.5228441;0.5860458;0.5077402;0.1423972;2.702457;0.2723937;0.2642781;0.5763013;0.5055513;0.5851942;0.138466;2.722477;0.2632965;0.1790257;0.6121794;0.4235541;0.6432639;0.1366212;2.735489;0.2524658;0.1790257;0.6121794;0.4235541;0.6432639;0.1338511;2.654518;0.274738;0.2929383;0.4959308;0.6945987;0.4310136;0.1135303;2.694069;0.2738291;0.1817808;0.5472126;0.5908306;0.5642994;0.105726;2.716789;0.2632617;0.1260493;0.563956;0.5327923;0.6182216;0.1018097;2.732178;0.2524456;0.1260493;0.563956;0.5327923;0.6182216;0.1201232;2.639912;0.2696411;0.2258659;0.5101109;0.7339851;0.3873466;0.09517302;2.673241;0.2669588;0.1229528;0.5441704;0.6440115;0.5234601;0.08417165;2.694298;0.2561813;0.06148297;0.5544678;0.581089;0.5925546;0.0782171;2.709827;0.2441645;0.06148297;0.5544678;0.581089;0.5925546;0.1098616;2.624729;0.2622589;0.1139843;0.495949;0.7955903;0.3287529;0.08461362;2.645947;0.2573876;0.02810404;0.5059609;0.72268;0.4700505;0.07427807;2.659119;0.2492453;-0.03591722;0.5024282;0.6532787;0.5652462;0.0683459;2.670746;0.2390675;-0.03591722;0.5024282;0.6532787;0.5652462;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1726596;2.567856;0.2785024;0.3007797;0.572435;0.6489076;0.4009598;0.2005765;2.640217;0.2806823;0.7200177;0.6229597;0.2175614;0.2148551;0.2046342;2.671341;0.2821115;0.5965949;0.7420548;0.1794111;0.2474688;0.2007142;2.694393;0.2784865;0.5965949;0.7420548;0.1794111;0.2474688;0.1515718;2.662048;0.2813853;0.3540969;0.5228438;0.5860459;0.50774;0.1423041;2.700321;0.2767936;0.2642788;0.5763009;0.5055517;0.5851937;0.1383729;2.720341;0.2676964;0.1790263;0.6121792;0.4235545;0.6432635;0.1365281;2.733353;0.2568657;0.1790263;0.6121792;0.4235545;0.6432635;0.133758;2.652382;0.2791378;0.2929386;0.4959306;0.6945988;0.4310133;0.1134372;2.691936;0.2782289;0.1817811;0.5472124;0.5908307;0.564299;0.1056328;2.714657;0.2676616;0.1260504;0.5639558;0.5327933;0.6182204;0.1017166;2.730045;0.2568457;0.1260504;0.5639558;0.5327933;0.6182204;0.12003;2.637779;0.274041;0.2258667;0.5101106;0.7339855;0.3873459;0.09507986;2.671108;0.2713587;0.1229539;0.5441702;0.6440123;0.5234591;0.08407842;2.692162;0.2605813;0.06148443;0.5544678;0.5810904;0.5925533;0.07812376;2.707691;0.2485644;0.06148443;0.5544678;0.5810904;0.5925533;0.1097685;2.622597;0.2666587;0.1139851;0.4959488;0.7955908;0.3287514;0.08452042;2.643814;0.2617876;0.02810514;0.5059608;0.7226809;0.4700489;0.07418482;2.656986;0.2536452;-0.03591594;0.5024282;0.6532797;0.5652448;0.06825253;2.668613;0.2434674;-0.03591594;0.5024282;0.6532797;0.5652448;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1724948;2.565144;0.2850683;0.2972077;0.5792884;0.6413379;0.405929;0.2004524;2.637375;0.2865425;0.7200177;0.6229597;0.2175615;0.2148552;0.2045102;2.668499;0.2879718;0.5965949;0.7420548;0.1794111;0.2474688;0.2005901;2.691551;0.2843468;0.5965949;0.7420548;0.1794111;0.2474688;0.1514477;2.659206;0.2872456;0.3540969;0.5228437;0.5860459;0.50774;0.1421801;2.697479;0.2826538;0.2642788;0.5763009;0.5055517;0.5851938;0.1382488;2.717499;0.2735566;0.1790263;0.6121793;0.4235546;0.6432636;0.136404;2.730511;0.262726;0.1790263;0.6121793;0.4235546;0.6432636;0.1336339;2.64954;0.2849981;0.2929387;0.4959306;0.6945989;0.4310134;0.1133131;2.689095;0.2840892;0.1817811;0.5472125;0.5908307;0.5642992;0.1055088;2.711815;0.2735219;0.1260505;0.5639558;0.5327933;0.6182206;0.1015925;2.727203;0.2627057;0.1260505;0.5639558;0.5327933;0.6182206;0.1199059;2.634937;0.2799012;0.2258667;0.5101106;0.7339855;0.3873459;0.09495582;2.668266;0.2772191;0.1229539;0.5441701;0.6440123;0.523459;0.08395436;2.68932;0.2664415;0.06148446;0.5544677;0.5810903;0.592553;0.07799968;2.704849;0.2544246;0.06148446;0.5544677;0.5810903;0.592553;0.1096445;2.619755;0.2725191;0.1139852;0.4959489;0.7955908;0.3287514;0.08439636;2.640972;0.2676479;0.02810514;0.5059608;0.7226809;0.470049;0.07406077;2.654144;0.2595056;-0.03591588;0.5024284;0.6532798;0.5652447;0.06812855;2.665771;0.2493278;-0.03591588;0.5024284;0.6532798;0.5652447;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.172382;2.563286;0.289566;0.2947388;0.5839316;0.6361048;0.4092968;0.2003674;2.635429;0.2905568;0.7200177;0.6229598;0.2175615;0.2148552;0.2044252;2.666553;0.291986;0.596595;0.7420549;0.1794111;0.2474688;0.2005051;2.689606;0.288361;0.596595;0.7420549;0.1794111;0.2474688;0.1513628;2.657261;0.2912598;0.3540969;0.5228438;0.586046;0.5077401;0.1420951;2.695534;0.2866681;0.2642788;0.5763009;0.5055517;0.5851938;0.1381638;2.715553;0.2775709;0.1790264;0.6121793;0.4235547;0.6432636;0.136319;2.728565;0.2667401;0.1790264;0.6121793;0.4235547;0.6432636;0.1335489;2.647594;0.2890123;0.2929387;0.4959306;0.6945989;0.4310134;0.1132281;2.687149;0.2881035;0.1817812;0.5472125;0.5908307;0.5642992;0.1054238;2.709866;0.2775361;0.1260505;0.5639559;0.5327933;0.6182207;0.1015076;2.725254;0.2667201;0.1260505;0.5639559;0.5327933;0.6182207;0.119821;2.632992;0.2839155;0.2258667;0.5101106;0.7339855;0.3873459;0.09487083;2.666317;0.2812333;0.1229539;0.5441702;0.6440124;0.5234592;0.08386939;2.687374;0.2704558;0.06148446;0.5544677;0.5810904;0.5925531;0.0779148;2.702904;0.258439;0.06148446;0.5544677;0.5810904;0.5925531;0.1095594;2.617805;0.2765332;0.1139851;0.4959489;0.7955909;0.3287515;0.0843114;2.639023;0.2716621;0.02810526;0.5059609;0.722681;0.470049;0.07397579;2.652199;0.2635198;-0.03591591;0.5024284;0.6532798;0.5652448;0.0680435;2.663826;0.253342;-0.03591591;0.5024284;0.6532798;0.5652448;
-8.809142E-21;2.599998;-5.746268E-20;0.4977095;0.5022801;0.4958968;0.5040699;0.1722636;2.561337;0.2942828;0.2921308;0.5887554;0.630576;0.4127964;0.2002783;2.633389;0.2947667;0.7200178;0.6229598;0.2175615;0.2148552;0.2043361;2.664513;0.2961959;0.596595;0.7420549;0.1794111;0.2474689;0.200416;2.687565;0.292571;0.596595;0.7420549;0.1794111;0.2474689;0.1512737;2.65522;0.2954697;0.3540969;0.5228438;0.586046;0.5077401;0.142006;2.693493;0.290878;0.2642788;0.5763009;0.5055518;0.5851938;0.1380747;2.713512;0.2817808;0.1790263;0.6121793;0.4235546;0.6432636;0.1362299;2.726524;0.2709501;0.1790263;0.6121793;0.4235546;0.6432636;0.1334598;2.645554;0.2932222;0.2929387;0.4959306;0.6945988;0.4310134;0.113139;2.685104;0.2923134;0.1817812;0.5472125;0.5908307;0.5642992;0.1053347;2.707825;0.281746;0.1260505;0.5639559;0.5327933;0.6182207;0.1014185;2.723213;0.2709299;0.1260505;0.5639559;0.5327933;0.6182207;0.1197319;2.630951;0.2881254;0.2258667;0.5101106;0.7339856;0.3873459;0.09478171;2.664276;0.2854432;0.1229539;0.5441702;0.6440124;0.5234591;0.08378024;2.685333;0.2746657;0.06148446;0.5544678;0.5810905;0.5925532;0.07782555;2.700863;0.2626488;0.06148446;0.5544678;0.5810905;0.5925532;0.1094703;2.615765;0.2807432;0.1139851;0.4959489;0.7955909;0.3287515;0.08422221;2.636982;0.2758721;0.0281052;0.5059608;0.722681;0.470049;0.07388662;2.650154;0.2677297;-0.03591588;0.5024284;0.6532798;0.5652448;0.06795432;2.661781;0.2575518;-0.03591588;0.5024284;0.6532798;0.5652448;
