0.2567689;2.455864;0.442303;-0.2464231;-0.6842082;-0.6855959;0.03306347;0.2428595;2.52586;0.4446366;0.6244497;0.7788248;0.04930001;0.0326202;0.2371519;2.551411;0.4449188;0.6265808;0.7771123;0.04934957;0.03252656;0.2329954;2.570507;0.4451395;0.6265808;0.7771123;0.04934957;0.03252656;0.1937972;2.510452;0.4771276;-0.2786258;0.702353;0.4606547;0.4656881;0.1803287;2.511684;0.4472792;0.6553336;-0.2667333;-0.02065289;-0.7063742;0.1961129;2.505783;0.4398389;0.7055062;-0.009333715;0.1910261;-0.6824099;0.2091355;2.501934;0.4434471;0.7055062;-0.009333715;0.1910261;-0.6824099;0.1880609;2.492477;0.479769;-0.2673526;0.6273923;0.5353565;0.4982922;0.1748502;2.499733;0.4463625;0.6336128;-0.2575975;-0.02722951;-0.7289975;0.1936195;2.493519;0.4374725;0.683852;-0.0159408;0.2353023;-0.6904533;0.2075381;2.488091;0.4421675;0.683852;-0.0159408;0.2353023;-0.6904533;0.1866749;2.473289;0.4777502;-0.2614673;0.5828482;0.6100867;0.4687401;0.1722736;2.482368;0.4483438;0.6108479;-0.253163;-0.1068412;-0.7425352;0.1902024;2.479187;0.4376477;0.6628677;0.001379166;0.2124566;-0.7179604;0.2051207;2.474213;0.442299;0.6628677;0.001379166;0.2124566;-0.7179604;0.1866002;2.455643;0.4725752;-0.2277273;0.5119456;0.6856339;0.4647132;0.174077;2.466537;0.4513217;0.5615199;-0.2417005;-0.1588527;-0.7752693;0.1864876;2.466164;0.4430773;0.6167776;-0.02648185;0.1839754;-0.7648776;0.198837;2.461998;0.4455506;0.6167776;-0.02648185;0.1839754;-0.7648776;
0.2580104;2.45747;0.4389796;0.2418942;0.678064;0.6937141;-0.02184004;0.2455189;2.527882;0.4414274;0.6399056;0.7649133;0.05817081;0.04521657;0.2408844;2.553658;0.4415655;0.6604733;0.7472235;0.05966061;0.04327909;0.2384634;2.573059;0.4418419;0.6604733;0.7472235;0.05966061;0.04327909;0.1950876;2.512562;0.473093;-0.2798146;0.6928198;0.4550186;0.4844199;0.1828284;2.514301;0.4427508;0.6537553;-0.2626458;-0.00200725;-0.7096599;0.1987071;2.508026;0.4358357;0.7032284;-0.01356634;0.2083678;-0.6796094;0.2115312;2.50378;0.439694;0.7032284;-0.01356634;0.2083678;-0.6796094;0.1890642;2.494625;0.475345;-0.2685096;0.6179218;0.5312642;0.5136473;0.1770376;2.502468;0.4416228;0.6270897;-0.2548283;-0.01758786;-0.735875;0.1958837;2.496101;0.4330159;0.6766222;-0.02202399;0.2413747;-0.6952955;0.2096999;2.490379;0.4376499;0.6766222;-0.02202399;0.2413747;-0.6952955;0.1874847;2.475491;0.4730062;-0.2649975;0.5726345;0.6050421;0.4855822;0.1743026;2.485146;0.4432153;0.6066127;-0.2493025;-0.09554975;-0.7488256;0.1924067;2.481781;0.4328842;0.6574284;0.0005408339;0.2253058;-0.7190443;0.2071371;2.476482;0.4377538;0.6574284;0.0005408339;0.2253058;-0.7190443;0.187318;2.457916;0.4675802;-0.2246983;0.5044388;0.6868145;0.4725866;0.1751194;2.469307;0.446399;0.5538486;-0.2419622;-0.1583602;-0.7807868;0.1875316;2.468998;0.4381526;0.6099998;-0.02766028;0.1912857;-0.7684692;0.1998079;2.464649;0.4406849;0.6099998;-0.02766028;0.1912857;-0.7684692;
0.2597402;2.457329;0.4361981;0.2374375;0.6781139;0.6954868;-0.009123385;0.2488844;2.528141;0.4379945;0.649282;0.7559242;0.06137194;0.05696618;0.2449452;2.554039;0.4378259;0.662837;0.7440677;0.0626374;0.05556446;0.2426935;2.573467;0.4378328;0.662837;0.7440677;0.0626374;0.05556446;0.1968036;2.513374;0.4686787;-0.2857591;0.6874533;0.444272;0.4983698;0.1856629;2.515015;0.4379009;0.654684;-0.2607446;0.01121625;-0.7094194;0.2015729;2.50843;0.4313572;0.7030903;-0.02838173;0.2091333;-0.6790598;0.2143693;2.50388;0.4349469;0.7030903;-0.02838173;0.2091333;-0.6790598;0.1905419;2.495518;0.4708813;-0.2750035;0.6128818;0.5217056;0.5259014;0.1797061;2.503277;0.4367327;0.6256523;-0.2550507;-0.01101191;-0.737148;0.1985523;2.496712;0.4282855;0.6749824;-0.0325552;0.2385131;-0.6974602;0.2123901;2.490818;0.4326141;0.6749824;-0.0325552;0.2385131;-0.6974602;0.1888036;2.476395;0.4685575;-0.2748856;0.5667179;0.5935414;0.5009762;0.1770148;2.486015;0.4381735;0.6091611;-0.2477949;-0.08415394;-0.7486245;0.1952356;2.482304;0.428176;0.6591208;0.001136005;0.2377796;-0.7134559;0.2097758;2.476765;0.4333413;0.6591208;0.001136005;0.2377796;-0.7134559;0.188568;2.458805;0.4631707;-0.2252111;0.5029938;0.6839057;0.4780694;0.1766631;2.470329;0.4418943;0.5536397;-0.2472888;-0.1588883;-0.7791571;0.1889936;2.46994;0.4335276;0.6123579;-0.03373324;0.1929499;-0.7659311;0.2012446;2.465469;0.4359776;0.6123579;-0.03373324;0.1929499;-0.7659311;
0.2612275;2.455605;0.4352811;0.2327127;0.6790636;0.6962017;0.004536033;0.2514118;2.526356;0.4366964;0.6507447;0.7532003;0.06654274;0.0692317;0.2476552;2.552265;0.4362333;0.6574779;0.747335;0.06747845;0.06826541;0.2451896;2.571655;0.4359733;0.6574779;0.747335;0.06747845;0.06826541;0.1982624;2.512524;0.4659314;-0.2888234;0.6842986;0.4349437;0.5090581;0.1879432;2.51408;0.4348655;0.6532218;-0.2581458;0.02156648;-0.7114752;0.2038896;2.507301;0.4286188;0.7017605;-0.01526538;0.2275239;-0.6749313;0.2164757;2.502686;0.432815;0.7017605;-0.01526538;0.2275239;-0.6749313;0.1917161;2.494762;0.4680947;-0.2788612;0.6098928;0.5132306;0.5355947;0.1817919;2.502445;0.4336556;0.6249239;-0.2541114;-0.002554998;-0.7381674;0.2006615;2.495644;0.4254574;0.6740809;-0.02906138;0.2499771;-0.6944653;0.2143281;2.489597;0.4300993;0.6740809;-0.02906138;0.2499771;-0.6944653;0.1897938;2.475647;0.4658568;-0.2818014;0.5634681;0.5837536;0.5121752;0.1790387;2.485172;0.4350658;0.6110584;-0.242566;-0.07102908;-0.7501496;0.1974519;2.481163;0.4255507;0.6581509;0.01430716;0.2597149;-0.7065274;0.2116254;2.475456;0.4314856;0.6581509;0.01430716;0.2597149;-0.7065274;0.1894755;2.458023;0.4605837;-0.2278604;0.5024199;0.6795628;0.4835788;0.1779215;2.469574;0.4391294;0.5540784;-0.2457634;-0.1530822;-0.7804892;0.1903289;2.469074;0.4308819;0.6118861;-0.03004574;0.2014176;-0.7642798;0.2024983;2.4645;0.4335435;0.6118861;-0.03004574;0.2014176;-0.7642798;
0.2623698;2.452995;0.4342434;0.228006;0.6679561;0.708348;0.009535491;0.2529629;2.523815;0.4369067;0.6546806;0.7479571;0.07766879;0.07694978;0.2495366;2.549751;0.4365557;0.6657821;0.7381053;0.08043513;0.07392527;0.2475338;2.56918;0.4365162;0.6657821;0.7381053;0.08043513;0.07392527;0.1992047;2.50951;0.4653462;-0.2893274;0.6705983;0.4343891;0.5271564;0.1901337;2.511803;0.4339383;0.6441544;-0.242137;0.03688688;-0.7246201;0.2063413;2.505074;0.4283508;0.6881751;-0.01113731;0.2381469;-0.6852573;0.2187904;2.500275;0.4327402;0.6881751;-0.01113731;0.2381469;-0.6852573;0.1925204;2.491734;0.4668276;-0.2780796;0.5960459;0.5139496;0.5506874;0.1837677;2.500328;0.4322938;0.6161771;-0.2419578;0.01101211;-0.7494403;0.2028936;2.493511;0.4247296;0.6615581;-0.02487152;0.2622027;-0.7021196;0.2163713;2.487236;0.4296117;0.6615581;-0.02487152;0.2622027;-0.7021196;0.1905431;2.472702;0.4639897;-0.2841275;0.5477284;0.5821096;0.5295411;0.1811081;2.483074;0.4330442;0.6050057;-0.2268189;-0.0511636;-0.7615139;0.199937;2.478924;0.4244441;0.645821;0.02331826;0.2811318;-0.7094622;0.2137206;2.472878;0.430939;0.645821;0.02331826;0.2811318;-0.7094622;0.1902374;2.455238;0.4582033;-0.2314514;0.4853317;0.6768323;0.5027738;0.1797931;2.467533;0.4365938;0.5510344;-0.2340226;-0.1322675;-0.7899999;0.192547;2.466805;0.4289081;0.6039689;-0.02312035;0.2292882;-0.762964;0.2044093;2.461788;0.4321159;0.6039689;-0.02312035;0.2292882;-0.762964;
0.2637448;2.449673;0.4355377;0.2154583;0.6616493;0.7181625;0.006366611;0.2530279;2.520336;0.438915;0.6510031;0.7490047;0.08913148;0.08510416;0.2494199;2.546246;0.4386159;0.6732172;0.7290956;0.09559691;0.07784371;0.2478294;2.565708;0.4389129;0.6732172;0.7290956;0.09559691;0.07784371;0.1991629;2.504398;0.466892;-0.2985471;0.6547986;0.4382309;0.5385743;0.1912448;2.507057;0.4352026;0.6399269;-0.2212017;0.04335456;-0.734632;0.2077892;2.500671;0.4302392;0.6776187;-0.002938323;0.2381849;-0.6957679;0.2202388;2.49596;0.4347149;0.6776187;-0.002938323;0.2381849;-0.6957679;0.1927797;2.486473;0.4678121;-0.2867196;0.5801715;0.5188837;0.5585274;0.1850232;2.495522;0.4331618;0.6103794;-0.2195677;0.01519086;-0.7609182;0.2045922;2.489212;0.4263233;0.6486143;-0.007973183;0.2646314;-0.7135872;0.2180464;2.483139;0.4315166;0.6486143;-0.007973183;0.2646314;-0.7135872;0.1912077;2.467484;0.4644965;-0.2941928;0.5304924;0.5853535;0.5379494;0.1827791;2.478275;0.4334084;0.6012598;-0.2044052;-0.04353482;-0.7712392;0.202047;2.474503;0.4256467;0.6330255;0.0420689;0.2912673;-0.7160115;0.2156004;2.468536;0.4326791;0.6330255;0.0420689;0.2912673;-0.7160115;0.1913325;2.450157;0.4583068;-0.2424097;0.4677789;0.6793473;0.5107912;0.1816065;2.462753;0.4365376;0.5494188;-0.2140515;-0.1244685;-0.7980154;0.1946871;2.462212;0.4294052;0.5939147;-0.003576514;0.2460971;-0.7659562;0.2063513;2.45715;0.4332123;0.5939147;-0.003576514;0.2460971;-0.7659562;
0.2653135;2.445778;0.438316;0.202454;0.6608167;0.7227249;-0.001573741;0.25271;2.516045;0.4422278;0.6410058;0.756412;0.09756514;0.08622034;0.2484364;2.541855;0.4420878;0.6658288;0.7346323;0.1032961;0.07948501;0.2464697;2.561279;0.4424935;0.6658288;0.7346323;0.1032961;0.07948501;0.199129;2.49836;0.4697879;-0.3098681;0.6439341;0.4444027;0.5402195;0.1917786;2.501015;0.4379622;0.6389834;-0.2074277;0.03691337;-0.739805;0.2085572;2.495129;0.4331796;0.6723101;0.00190958;0.2262029;-0.7048602;0.2211605;2.490688;0.4374878;0.6723101;0.00190958;0.2262029;-0.7048602;0.19323;2.480255;0.470451;-0.296438;0.5698012;0.5264916;0.557008;0.1857655;2.489368;0.4357576;0.6075381;-0.2032726;0.006626231;-0.767811;0.2056395;2.483795;0.429169;0.6406252;0.006349564;0.2554045;-0.7241048;0.219242;2.478134;0.4344321;0.6406252;0.006349564;0.2554045;-0.7241048;0.1922123;2.461266;0.4669186;-0.3024575;0.5202632;0.5933989;0.5345312;0.1838707;2.472122;0.4358354;0.599447;-0.1909438;-0.05274442;-0.7755139;0.2033237;2.469017;0.4282486;0.6259685;0.05474753;0.2847101;-0.7239518;0.2169576;2.463383;0.4353895;0.6259685;0.05474753;0.2847101;-0.7239518;0.1928732;2.444012;0.4605525;-0.2511013;0.4571277;0.6853242;0.5082456;0.1832385;2.456608;0.4387403;0.5518574;-0.2029653;-0.1293102;-0.7984596;0.196419;2.456345;0.4317811;0.5920996;0.004170608;0.2420075;-0.768657;0.2081345;2.451473;0.4356693;0.5920996;0.004170608;0.2420075;-0.768657;
0.2666571;2.442543;0.4412;0.1983335;0.6607867;0.7238818;-0.004485995;0.253188;2.512665;0.4455384;0.6353604;0.7609053;0.1021227;0.08313628;0.2485106;2.538403;0.4456235;0.6617188;0.7380662;0.1069281;0.07715663;0.2463167;2.557796;0.4461628;0.6617188;0.7380662;0.1069281;0.07715663;0.1999692;2.494411;0.4727285;-0.3136345;0.6407496;0.4471826;0.539538;0.1927246;2.497051;0.4408772;0.6384377;-0.2027822;0.03299848;-0.7417466;0.2095837;2.491383;0.4361137;0.6704847;0.01255933;0.2278085;-0.7059717;0.2221622;2.487103;0.4406518;0.6704847;0.01255933;0.2278085;-0.7059717;0.1942593;2.476246;0.4733375;-0.3000192;0.5665751;0.5292929;0.5557252;0.1868464;2.485344;0.4386281;0.6065742;-0.1969645;0.003090997;-0.770236;0.2068314;2.480064;0.4321353;0.6375467;0.01832715;0.2582182;-0.7256184;0.2203799;2.474567;0.4377024;0.6375467;0.01832715;0.2582182;-0.7256184;0.1934488;2.457256;0.4697481;-0.3054118;0.5172362;0.5965603;0.5322653;0.1850648;2.468098;0.4386688;0.598837;-0.1849145;-0.05595961;-0.7772191;0.2045984;2.465256;0.4311864;0.6228418;0.06172231;0.2829997;-0.7267531;0.2182373;2.459774;0.4384342;0.6228418;0.06172231;0.2829997;-0.7267531;0.194306;2.440033;0.4633341;-0.2568413;0.4533455;0.6868665;0.5066804;0.1847429;2.452522;0.4414302;0.5501666;-0.1927357;-0.131388;-0.801815;0.1980272;2.452503;0.4346678;0.5862982;0.01257337;0.2348362;-0.7752089;0.2098287;2.447868;0.4385805;0.5862982;0.01257337;0.2348362;-0.7752089;
0.2684357;2.439251;0.4442117;0.1997237;0.6632578;0.7212306;-0.0051018;0.2549757;2.509232;0.448747;0.6348686;0.762006;0.1014922;0.077384;0.2502183;2.534946;0.4490329;0.6586275;0.7415449;0.1049073;0.07290998;0.2478409;2.554314;0.4496197;0.6586275;0.7415449;0.1049073;0.07290998;0.2018661;2.491158;0.4757732;-0.3111024;0.6450839;0.449308;0.5340456;0.1941315;2.493729;0.4440324;0.6386263;-0.2149211;0.02283081;-0.7385422;0.210824;2.488056;0.4387242;0.6741448;0.01333715;0.2288121;-0.702137;0.2233883;2.483799;0.4433184;0.6741448;0.01333715;0.2288121;-0.702137;0.1961685;2.472992;0.4765157;-0.2982166;0.5707601;0.5309594;0.5508013;0.1882783;2.481949;0.4418797;0.6071452;-0.2046941;-0.005649466;-0.7677522;0.208126;2.476753;0.4349218;0.6404181;0.02109146;0.2602611;-0.7222772;0.2216363;2.471294;0.4406129;0.6404181;0.02109146;0.2602611;-0.7222772;0.1953572;2.453979;0.4730574;-0.3024081;0.5222129;0.5991976;0.5261229;0.1864086;2.464664;0.4420876;0.5990959;-0.1912004;-0.06450319;-0.7748328;0.2057976;2.461941;0.434202;0.6251604;0.06196473;0.2807467;-0.7256144;0.2194758;2.456535;0.4414279;0.6251604;0.06196473;0.2807467;-0.7256144;0.1962015;2.436707;0.466763;-0.2536882;0.4587138;0.6901519;0.4989134;0.1861307;2.449001;0.4449771;0.5476662;-0.1957853;-0.1418898;-0.8009977;0.1992925;2.449196;0.437986;0.5852573;0.0129311;0.2249239;-0.7789199;0.2112126;2.444748;0.4417462;0.5852573;0.0129311;0.2249239;-0.7789199;
0.2694804;2.437553;0.4444703;0.2092186;0.6566595;0.7245407;-0.008159995;0.2571622;2.507637;0.450174;0.6434791;0.7559571;0.09920573;0.06798418;0.2529114;2.533417;0.4508247;0.6635121;0.7383586;0.1031623;0.06273742;0.2507338;2.552784;0.451688;0.6635121;0.7383586;0.1031623;0.06273742;0.2038736;2.489738;0.4777482;-0.3009143;0.6473104;0.4528866;0.5341666;0.1957388;2.492825;0.4461543;0.6305357;-0.2194192;0.02084786;-0.744208;0.2123619;2.48716;0.4406253;0.6677027;0.005593188;0.2250948;-0.7095593;0.2249772;2.48278;0.4449566;0.6677027;0.005593188;0.2250948;-0.7095593;0.1979925;2.471626;0.4782929;-0.2871608;0.5727047;0.5342367;0.5514883;0.1896852;2.481159;0.443917;0.6004229;-0.2122166;-0.006363722;-0.770984;0.2093966;2.475853;0.4366622;0.6366656;0.01537272;0.2642522;-0.7242869;0.2228479;2.470173;0.442274;0.6366656;0.01537272;0.2642522;-0.7242869;0.1969259;2.452675;0.4745718;-0.2920816;0.5232162;0.601849;0.527931;0.1876913;2.463871;0.4438747;0.5914766;-0.1959202;-0.06374093;-0.7795561;0.2070077;2.461079;0.4358353;0.6201569;0.05549134;0.2821258;-0.7298845;0.2206857;2.455456;0.4428971;0.6201569;0.05549134;0.2821258;-0.7298845;0.1974886;2.435482;0.4680268;-0.2483274;0.4565584;0.688424;0.5059254;0.1876525;2.448151;0.4463488;0.5397375;-0.1951566;-0.1354438;-0.8076214;0.2008744;2.448273;0.4394717;0.5775582;0.006579903;0.2224524;-0.7854287;0.2128267;2.443737;0.4430178;0.5775582;0.006579903;0.2224524;-0.7854287;
